age,income,cibil,loan,existing_emi,tenure,property_age,property_value,foir,ltv,loan_to_income,employment_type,city_type,approved
45,180609,715,3467037,25308,20,25,4191933,0.3067,0.8271,1.5997,salaried,metro,0
33,121393,714,2958513,36682,23,18,6585708,0.5035,0.4492,2.0309,salaried,metro,1
31,119093,713,4719372,25865,22,19,5560861,0.5494,0.8487,3.3023,salaried,metro,1
29,160064,681,7693876,25179,22,7,8379728,0.5603,0.9182,4.0056,self_employed,non_metro,0
24,72470,808,6416004,22341,21,1,7095904,1.0628,0.9042,7.3778,self_employed,non_metro,0
35,225981,848,1852596,23704,16,1,3045015,0.1831,0.6084,0.6832,salaried,non_metro,1
29,36865,674,1219122,2788,17,17,2913127,0.3826,0.4185,2.7558,self_employed,non_metro,1
30,234086,669,2422221,30663,10,19,3237839,0.2593,0.7481,0.8623,self_employed,metro,0
41,85950,753,5318879,2139,9,27,5413305,0.8467,0.9826,5.157,self_employed,metro,0
61,39348,722,2855605,31401,20,17,5652563,1.4278,0.5052,6.0478,salaried,non_metro,0
48,217531,803,6000755,5054,10,16,6715162,0.3653,0.8936,2.2988,salaried,non_metro,1
64,139316,680,1914085,230,13,19,4470945,0.1474,0.4281,1.1449,self_employed,non_metro,1
32,73834,834,5633921,37785,11,28,9487285,1.4035,0.5938,6.3588,salaried,non_metro,1
39,232144,766,7518290,468,9,6,8972104,0.4321,0.838,2.6989,salaried,metro,1
26,99739,794,2385410,16225,15,28,8934069,0.3982,0.267,1.993,salaried,metro,0
30,101847,804,4975537,12314,11,20,9989596,0.6918,0.4981,4.0711,salaried,non_metro,1
27,210329,848,1256963,27709,19,20,6852338,0.1847,0.1834,0.498,self_employed,non_metro,1
38,77687,801,2780236,16116,25,17,7751935,0.4956,0.3587,2.9823,salaried,metro,1
53,110895,636,3164478,24890,12,4,5711544,0.5412,0.554,2.378,salaried,metro,0
40,222495,850,7402520,10122,25,16,8048695,0.3134,0.9197,2.7725,salaried,metro,1
45,35554,669,4400431,15024,12,1,6156307,1.7965,0.7148,10.314,salaried,non_metro,1
29,155978,734,7652141,2705,23,15,7990424,0.4226,0.9577,4.0883,salaried,non_metro,1
59,123547,768,988903,33724,25,23,1126741,0.3374,0.8777,0.667,self_employed,metro,1
32,75631,637,5693279,23972,8,10,8671236,1.4004,0.6566,6.2731,self_employed,non_metro,1
49,242091,842,1588718,2596,30,20,4352103,0.0612,0.365,0.5469,self_employed,metro,1
64,208876,650,7025877,34454,6,29,8035822,0.763,0.8743,2.803,salaried,metro,0
57,189081,773,1518582,1575,26,11,9660797,0.0723,0.1572,0.6693,self_employed,non_metro,1
26,170906,647,577766,20054,16,18,3092834,0.1496,0.1868,0.2817,salaried,metro,1
58,137343,808,1823454,25036,15,27,5052124,0.313,0.3609,1.1064,self_employed,metro,1
56,95704,718,6323812,35826,18,3,6767247,0.9726,0.9345,5.5064,self_employed,non_metro,1
53,119027,739,3689735,20887,26,20,8501831,0.4224,0.434,2.5833,salaried,non_metro,1
52,155299,769,1903140,11445,10,6,4618014,0.2256,0.4121,1.0212,salaried,non_metro,1
27,53433,608,7453032,15994,14,30,8068834,1.7219,0.9237,11.6236,salaried,non_metro,0
64,52359,611,3981649,6733,29,8,4787212,0.7178,0.8317,6.3371,salaried,non_metro,1
33,190450,761,4975447,11648,25,13,5442813,0.2715,0.9141,2.1771,salaried,non_metro,1
28,149604,710,6926638,14522,29,3,8086723,0.4558,0.8565,3.8583,salaried,non_metro,1
23,130160,783,500846,10659,22,14,1809779,0.1142,0.2767,0.3207,salaried,metro,0
49,53437,751,2141845,18673,17,25,7645383,0.7215,0.2801,3.3401,self_employed,non_metro,1
43,22644,786,4039923,9699,15,14,6592969,2.1852,0.6128,14.8675,self_employed,non_metro,1
47,173054,698,3472875,4670,17,25,9916301,0.2133,0.3502,1.6723,salaried,non_metro,1
52,124854,680,3131191,3237,23,22,3831005,0.2331,0.8173,2.0899,salaried,non_metro,1
35,68071,698,634667,34245,25,19,3435458,0.5782,0.1847,0.777,salaried,metro,0
50,28991,712,4117029,15788,14,8,9381920,1.993,0.4388,11.8342,self_employed,metro,1
58,59064,758,4734720,6261,17,12,7949750,0.8501,0.5956,6.6802,self_employed,non_metro,1
51,244437,676,3438875,31370,13,20,4361836,0.2776,0.7884,1.1724,self_employed,non_metro,0
58,227792,781,748210,6776,6,25,5210509,0.0881,0.1436,0.2737,self_employed,metro,1
30,78262,847,6679049,6981,28,29,7405754,0.7559,0.9019,7.1118,salaried,non_metro,0
57,38112,625,3001623,12748,15,26,6927606,1.11,0.4333,6.5632,salaried,metro,0
28,215093,621,6386744,33960,29,8,6664169,0.3879,0.9584,2.4744,salaried,non_metro,1
52,174896,740,3763876,34973,14,4,7160834,0.4195,0.5256,1.7934,salaried,metro,1
47,213284,609,2552211,8013,5,7,4519127,0.2831,0.5648,0.9972,self_employed,metro,1
25,147527,768,1371479,29006,18,10,6105949,0.2808,0.2246,0.7747,salaried,non_metro,0
56,20998,686,3095830,4107,23,3,9860455,1.4135,0.314,12.2862,salaried,non_metro,0
58,188454,765,3548119,33399,30,9,3882033,0.322,0.914,1.569,self_employed,non_metro,0
21,118588,842,6237566,5183,13,27,9410279,0.6019,0.6628,4.3832,self_employed,non_metro,1
48,208748,643,2895509,30891,18,23,9548416,0.2736,0.3032,1.1559,salaried,metro,0
59,108651,826,3427351,23032,8,23,5818193,0.666,0.5891,2.6287,salaried,metro,0
24,191805,678,3365403,2858,12,3,7345112,0.2097,0.4582,1.4622,salaried,non_metro,1
42,182101,757,6084670,19190,5,21,8077598,0.7909,0.7533,2.7845,salaried,metro,0
47,151008,673,703370,15524,19,24,9527489,0.144,0.0738,0.3882,salaried,metro,1
21,173285,736,7412234,26197,21,9,9499452,0.5157,0.7803,3.5646,self_employed,non_metro,0
34,136612,735,1767337,34992,19,19,7824376,0.3707,0.2259,1.0781,salaried,metro,0
29,92507,726,3416427,18889,24,20,4699955,0.5052,0.7269,3.0776,self_employed,non_metro,0
63,38095,639,2515955,25721,29,2,9874835,1.1869,0.2548,5.5037,salaried,non_metro,0
65,162734,700,6836818,797,7,27,7186876,0.6702,0.9513,3.501,self_employed,non_metro,0
65,63609,754,4307305,16803,12,25,5780795,1.0158,0.7451,5.6429,self_employed,non_metro,0
21,134566,710,380002,18353,18,24,2469461,0.162,0.1539,0.2353,salaried,metro,0
40,99302,640,7614141,15918,23,9,9810217,0.7937,0.7761,6.3897,self_employed,non_metro,0
60,115206,731,5424577,10779,20,19,7253559,0.5022,0.7479,3.9238,self_employed,non_metro,1
22,234846,693,4145061,31892,5,30,8835172,0.4979,0.4692,1.4708,self_employed,metro,1
44,170698,759,5592441,10728,7,17,8699107,0.5817,0.6429,2.7302,salaried,metro,0
58,92474,625,1590671,34711,30,19,2350958,0.5076,0.6766,1.4334,salaried,non_metro,1
46,167328,762,2472076,23632,24,26,8854927,0.2617,0.2792,1.2312,self_employed,non_metro,1
29,169290,640,2520063,39384,28,17,3574099,0.3489,0.7051,1.2405,salaried,non_metro,1
57,60973,694,2740163,7264,17,18,7604734,0.5363,0.3603,3.745,salaried,non_metro,1
59,55313,641,4855187,17308,28,10,9413110,0.9987,0.5158,7.3147,self_employed,non_metro,1
61,25712,643,3907154,9507,27,21,4522313,1.5678,0.864,12.6632,salaried,metro,0
39,35016,735,7633269,27019,16,20,8463449,2.8523,0.9019,18.1661,self_employed,non_metro,0
42,228936,603,4399634,26354,8,26,8100816,0.3917,0.5431,1.6015,self_employed,non_metro,0
26,193720,664,6851611,16365,22,23,7066109,0.381,0.9696,2.9474,self_employed,non_metro,0
55,64608,673,6383802,13686,19,30,6812586,1.0867,0.9371,8.234,salaried,metro,0
44,32750,743,3970444,27154,18,27,8065714,1.9269,0.4923,10.1029,self_employed,metro,1
25,47302,629,6898960,34202,8,20,8482098,2.8221,0.8134,12.1541,salaried,non_metro,0
42,47189,806,1828866,32067,25,30,7365764,0.9916,0.2483,3.2297,salaried,metro,0
32,142837,784,7143168,38627,18,9,9104176,0.7232,0.7846,4.1674,salaried,non_metro,1
44,225179,811,5024122,32149,11,16,6997056,0.4035,0.718,1.8593,salaried,non_metro,1
58,138541,654,2823202,889,25,14,5070381,0.1705,0.5568,1.6982,self_employed,metro,0
24,172152,738,7227541,23398,19,30,8226350,0.5077,0.8786,3.4986,salaried,non_metro,1
49,155176,657,765606,11351,14,7,8145533,0.1235,0.094,0.4111,self_employed,non_metro,1
34,246115,795,4380796,25886,9,21,7347888,0.3415,0.5962,1.4833,self_employed,non_metro,1
52,58581,704,4320888,29359,10,22,5724340,1.4157,0.7548,6.1466,self_employed,non_metro,1
37,88139,715,6561641,29699,30,7,7674314,0.9094,0.855,6.2039,self_employed,metro,1
54,48040,679,724698,10867,16,11,1002956,0.3702,0.7226,1.2571,salaried,metro,1
34,241579,652,7623276,15839,24,7,8040517,0.3228,0.9481,2.6297,salaried,metro,0
52,49344,652,3884042,22503,8,22,6794668,1.5889,0.5716,6.5595,salaried,metro,0
60,31758,818,7000173,2285,29,27,9676497,1.7797,0.7234,18.3685,salaried,non_metro,0
32,35840,705,5500336,34603,21,28,7986346,2.2734,0.6887,12.7891,self_employed,metro,1
51,99786,744,3614151,31320,15,22,4163731,0.6705,0.868,3.0183,self_employed,metro,1
49,125327,770,1522757,15575,20,20,5653239,0.2297,0.2694,1.0125,self_employed,non_metro,1
57,248293,726,4748716,5840,29,25,9356530,0.1717,0.5075,1.5938,salaried,non_metro,1
28,89281,748,2290759,22322,19,27,5298634,0.4772,0.4323,2.1382,salaried,metro,0
42,193664,625,1618553,36862,27,20,8185986,0.2562,0.1977,0.6965,self_employed,metro,1
41,151213,844,7450840,33188,14,16,7886044,0.722,0.9448,4.1062,self_employed,non_metro,0
25,234623,839,2157248,3666,10,5,9757301,0.1296,0.2211,0.7662,salaried,metro,1
62,142917,665,548839,16340,6,8,5873034,0.1826,0.0935,0.32,self_employed,non_metro,1
40,80250,707,2062153,1994,11,30,4155192,0.3251,0.4963,2.1414,self_employed,non_metro,1
25,230585,815,5492320,9116,8,12,8935140,0.3823,0.6147,1.9849,salaried,metro,1
22,149179,849,7891098,16777,5,6,9574111,1.1977,0.8242,4.4081,salaried,non_metro,1
58,191596,751,1253332,6980,7,27,2884997,0.14,0.4344,0.5451,salaried,non_metro,1
47,205036,737,1292359,18757,26,22,9355014,0.1417,0.1381,0.5253,salaried,metro,1
47,25115,773,1816555,38420,27,9,9565233,2.1,0.1899,6.0275,self_employed,non_metro,1
34,228535,748,3466966,18455,20,10,5348370,0.2124,0.6482,1.2642,salaried,non_metro,1
56,79214,670,2148462,26649,8,5,3763095,0.7268,0.5709,2.2602,self_employed,non_metro,1
38,79960,785,4813882,30367,16,21,9086032,0.9544,0.5298,5.017,salaried,non_metro,0
48,194752,643,910221,26341,17,4,4309624,0.1786,0.2112,0.3895,salaried,non_metro,1
50,92110,810,3619672,23061,25,13,7232649,0.5668,0.5005,3.2748,salaried,non_metro,1
38,223303,828,2827578,1095,23,11,9191522,0.1095,0.3076,1.0552,self_employed,non_metro,1
32,65322,679,1082280,21575,18,6,5067819,0.4803,0.2136,1.3807,self_employed,non_metro,1
41,86316,629,1426262,8899,5,10,9165749,0.4421,0.1556,1.377,salaried,non_metro,1
60,71480,741,3316462,27192,7,2,8573590,1.1152,0.3868,3.8664,salaried,metro,1
21,130101,619,2801416,3178,16,0,3244219,0.23,0.8635,1.7944,self_employed,metro,1
25,231533,681,1500059,14900,8,13,2528705,0.1576,0.5932,0.5399,salaried,metro,1
49,190790,804,6162575,32064,15,16,6587967,0.4861,0.9354,2.6917,self_employed,non_metro,0
48,146242,759,4228746,16294,25,0,6192616,0.3443,0.6829,2.4097,self_employed,metro,0
41,158299,607,5538393,9633,24,13,6435374,0.346,0.8606,2.9156,self_employed,metro,0
38,195083,806,5570177,30432,23,13,8156669,0.3919,0.6829,2.3794,self_employed,non_metro,1
57,127030,735,6187918,4301,13,9,8584985,0.5508,0.7208,4.0594,self_employed,metro,1
51,132322,850,3415037,33343,15,29,5654668,0.5061,0.6039,2.1507,self_employed,non_metro,1
23,233805,734,2069757,34714,11,15,2822519,0.2519,0.7333,0.7377,self_employed,non_metro,1
44,131610,779,3712292,12896,25,19,8277065,0.3251,0.4485,2.3506,self_employed,non_metro,1
33,87840,712,4704056,15575,24,0,4939443,0.6138,0.9523,4.4627,salaried,non_metro,0
52,215792,720,5850839,19787,26,0,6979095,0.3076,0.8383,2.2594,salaried,metro,1
48,25007,814,6116666,9212,23,15,6690197,2.389,0.9143,20.3832,self_employed,non_metro,0
38,184188,794,7150706,25810,10,5,7990967,0.6215,0.8948,3.2352,salaried,non_metro,1
35,147439,650,6568343,28965,11,2,6689500,0.7171,0.9819,3.7125,self_employed,metro,1
51,222418,737,2143085,2867,10,10,2614242,0.1324,0.8198,0.8029,salaried,metro,1
44,40047,789,7667341,31372,28,1,8622450,2.2791,0.8892,15.9549,salaried,metro,1
44,41586,712,7145193,7419,26,13,9553123,1.5467,0.7479,14.3181,salaried,non_metro,0
22,220586,712,6364687,33497,9,15,7223584,0.535,0.8811,2.4045,self_employed,metro,1
51,117154,841,388794,2562,21,18,7247494,0.0502,0.0536,0.2766,self_employed,metro,1
48,98505,710,4348840,35495,19,24,9933171,0.7512,0.4378,3.679,salaried,metro,0
57,132180,722,7278488,23316,23,11,7744326,0.6313,0.9398,4.5887,salaried,metro,0
26,20837,647,4143358,21017,28,11,5447881,2.5621,0.7605,16.5705,self_employed,non_metro,0
35,37748,847,6963975,31402,30,24,8828819,2.2504,0.7888,15.3738,self_employed,non_metro,0
48,140236,841,7811303,10390,10,0,9167249,0.7647,0.8521,4.6418,salaried,metro,1
22,165058,810,1746070,38886,12,26,2013378,0.353,0.8672,0.8815,self_employed,metro,1
54,99896,834,3363271,31366,24,22,4149311,0.5884,0.8106,2.8056,salaried,non_metro,1
34,169584,821,3679262,31734,30,18,7410017,0.354,0.4965,1.808,self_employed,metro,1
61,86438,616,921472,13291,17,7,4581848,0.2527,0.2011,0.8884,self_employed,non_metro,1
54,243305,750,3011843,9183,13,7,8001341,0.1691,0.3764,1.0316,self_employed,non_metro,1
63,28260,828,3405656,15681,17,20,3554116,1.6736,0.9582,10.0426,self_employed,non_metro,0
29,118415,677,2626117,35058,9,4,6694755,0.5906,0.3923,1.8481,self_employed,metro,0
32,224281,676,2203873,4589,6,9,4479039,0.1952,0.492,0.8189,self_employed,non_metro,1
37,244801,669,4871430,38187,20,27,6100087,0.3287,0.7986,1.6583,salaried,metro,0
32,194278,730,825943,17971,22,17,8385241,0.1281,0.0985,0.3543,salaried,metro,1
53,206751,626,5668330,99,25,12,8243219,0.2212,0.6876,2.2847,salaried,non_metro,1
43,36958,797,702166,7769,23,4,4187663,0.3672,0.1677,1.5833,salaried,non_metro,1
32,199224,830,6858799,30859,12,14,9777969,0.5371,0.7015,2.869,salaried,non_metro,1
52,220888,737,4048114,18862,25,12,6239387,0.233,0.6488,1.5272,salaried,metro,1
42,171486,738,3790277,31451,10,10,7315213,0.4574,0.5181,1.8419,salaried,non_metro,0
63,173231,630,477012,25056,12,25,1830156,0.1752,0.2606,0.2295,self_employed,non_metro,1
62,182666,715,1133431,22890,28,25,3705319,0.1738,0.3059,0.5171,self_employed,metro,1
44,245157,704,6642042,18829,12,10,8263474,0.3776,0.8038,2.2578,salaried,metro,0
30,28850,680,6385382,37392,13,12,7838776,3.6448,0.8146,18.4442,self_employed,metro,0
24,131441,838,3603319,7018,14,9,7213370,0.333,0.4995,2.2845,salaried,non_metro,1
47,206002,749,981491,6946,23,7,2703858,0.0731,0.363,0.397,salaried,non_metro,1
33,192088,711,4278603,23607,8,30,9317717,0.4435,0.4592,1.8562,self_employed,metro,1
42,29782,653,6252603,28075,28,29,9213870,2.5829,0.6786,17.4955,self_employed,non_metro,0
62,62400,814,784529,12314,15,23,1183102,0.3211,0.6631,1.0477,self_employed,metro,1
61,20455,633,5173737,29754,27,13,5504066,3.4488,0.94,21.0777,self_employed,metro,1
26,86949,803,5427951,17710,8,27,9999678,1.1021,0.5428,5.2022,salaried,metro,1
44,164631,780,1576681,18171,16,30,9576962,0.2018,0.1646,0.7981,salaried,metro,1
48,204006,602,6280456,18929,6,7,9049710,0.6401,0.694,2.5655,salaried,metro,1
37,198301,630,2478939,35927,14,13,7246103,0.3087,0.3421,1.0417,self_employed,metro,0
40,66281,658,789455,19391,15,21,2417782,0.4098,0.3265,0.9926,salaried,non_metro,0
29,61914,606,4174762,31851,15,4,9535950,1.1784,0.4378,5.619,salaried,non_metro,0
46,232022,720,856004,39212,15,21,9563087,0.2053,0.0895,0.3074,salaried,metro,1
44,211181,613,2663099,2858,11,12,3664331,0.1609,0.7268,1.0509,self_employed,metro,0
39,180268,616,5826873,7551,11,13,6323633,0.4196,0.9214,2.6936,self_employed,non_metro,0
39,189272,802,6363620,39845,16,14,6648592,0.5314,0.9571,2.8018,salaried,metro,1
45,183484,712,4717449,1224,23,14,7266524,0.2191,0.6492,2.1425,salaried,non_metro,1
48,72111,686,4518760,30271,15,9,7456212,1.0369,0.606,5.222,self_employed,metro,1
36,80432,834,3062245,33317,8,14,5764019,0.9622,0.5313,3.1727,self_employed,non_metro,1
38,183608,734,3909112,32411,19,16,8215005,0.365,0.4759,1.7742,salaried,metro,0
51,177819,750,2755027,11228,8,25,3578231,0.2861,0.7699,1.2911,self_employed,metro,1
60,155720,790,5032774,8925,27,3,8755064,0.3121,0.5748,2.6933,salaried,metro,1
23,247295,717,3486747,18176,15,13,6501856,0.2123,0.5363,1.175,self_employed,metro,1
38,55805,787,1813364,24949,20,5,6075938,0.7291,0.2985,2.7079,self_employed,non_metro,1
57,217456,693,7571684,387,22,0,8254868,0.2937,0.9172,2.9016,self_employed,non_metro,1
35,162552,774,7961399,24045,21,28,8148883,0.5653,0.977,4.0815,self_employed,metro,1
36,79094,708,716577,35179,26,3,7726407,0.5169,0.0927,0.755,self_employed,non_metro,1
37,192664,662,4665326,6872,20,25,7167550,0.2458,0.6509,2.0179,self_employed,non_metro,1
51,77158,610,2827516,20562,10,19,5447444,0.7208,0.5191,3.0538,salaried,non_metro,1
25,168391,629,6311362,25549,5,2,7018335,0.9207,0.8993,3.1234,salaried,non_metro,0
32,219787,743,3562233,4461,14,17,3711684,0.1856,0.9597,1.3506,salaried,metro,1
44,67524,843,6449986,28139,10,5,8441084,1.6011,0.7641,7.9601,self_employed,non_metro,0
26,142625,673,5445564,18553,6,6,6276331,0.8089,0.8676,3.1817,salaried,metro,0
65,32194,679,4130211,15434,13,29,9790229,1.8408,0.4219,10.6909,salaried,non_metro,0
55,55445,680,5222952,21893,25,19,7656556,1.1534,0.6822,7.85,salaried,metro,0
42,102885,833,7141595,33429,21,29,7901334,0.9165,0.9038,5.7844,self_employed,non_metro,1
54,215468,636,1032971,15603,23,17,7325079,0.112,0.141,0.3995,self_employed,metro,0
41,99693,762,1985553,8298,12,0,6122120,0.3043,0.3243,1.6597,salaried,metro,1
59,239415,847,7214011,2546,26,6,9075519,0.2506,0.7949,2.511,salaried,non_metro,1
50,48826,670,4417194,5459,18,27,9562651,0.931,0.4619,7.539,self_employed,non_metro,0
35,128094,611,7773617,2560,6,30,8836580,1.0989,0.8797,5.0572,self_employed,non_metro,0
38,163176,659,2127770,24000,30,21,5682108,0.2473,0.3745,1.0866,salaried,metro,1
60,176492,659,1722158,27857,22,3,5480699,0.2396,0.3142,0.8131,salaried,non_metro,1
43,221631,692,1319809,12603,30,9,3402260,0.1027,0.3879,0.4962,salaried,metro,1
54,236431,607,7011810,30163,24,16,7115144,0.3693,0.9855,2.4714,self_employed,non_metro,0
39,23868,815,3770193,27224,12,26,7498362,2.8941,0.5028,13.1633,self_employed,metro,1
57,187415,762,6854576,884,11,25,7380166,0.4321,0.9288,3.0479,self_employed,non_metro,0
38,72686,703,1968329,4110,14,14,3857703,0.3327,0.5102,2.2567,salaried,non_metro,1
42,55430,806,3564490,6934,21,3,7931377,0.6731,0.4494,5.3588,salaried,non_metro,0
32,25687,827,4301777,32336,29,19,8159907,2.5563,0.5272,13.9558,salaried,non_metro,1
34,234498,848,5661995,2234,11,21,7047701,0.2917,0.8034,2.0121,salaried,non_metro,1
41,29604,624,3789817,11533,20,0,3844418,1.5005,0.9858,10.6681,self_employed,non_metro,0
32,196894,782,5219284,31620,25,3,7286907,0.374,0.7163,2.209,self_employed,metro,1
51,30595,677,621433,13171,8,0,8292011,0.7228,0.0749,1.6926,self_employed,metro,1
27,168982,811,1989369,31012,30,25,9999579,0.274,0.1989,0.9811,salaried,non_metro,1
37,110327,775,4096041,22547,5,16,8658174,0.9661,0.4731,3.0939,self_employed,non_metro,1
22,181670,759,7217803,26228,24,5,9882385,0.4682,0.7304,3.3109,salaried,metro,0
49,87478,791,1478226,23809,20,10,5110956,0.4188,0.2892,1.4082,salaried,metro,1
37,154138,744,1328973,8849,29,30,6266736,0.1242,0.2121,0.7185,salaried,non_metro,1
60,232659,729,3303745,12381,25,19,4439871,0.1676,0.7441,1.1833,salaried,non_metro,1
34,100497,744,471444,35737,29,25,5827116,0.3919,0.0809,0.3909,self_employed,non_metro,1
63,173548,712,2037144,23709,26,10,4779299,0.2301,0.4262,0.9782,self_employed,non_metro,1
22,59298,825,5199587,16523,21,20,5940698,1.0259,0.8752,7.3071,salaried,metro,0
25,114205,614,2040144,14546,24,5,4789663,0.273,0.4259,1.4887,self_employed,metro,0
59,103894,790,5812601,39772,17,23,5993415,0.9022,0.9698,4.6623,salaried,non_metro,1
39,226102,788,7495417,23473,16,5,9629098,0.4202,0.7784,2.7626,self_employed,non_metro,1
42,143661,813,2843479,32606,9,15,5847269,0.4898,0.4863,1.6494,salaried,metro,1
58,86252,633,7001863,35846,10,4,9358767,1.4221,0.7482,6.7649,salaried,non_metro,0
31,88757,618,3775673,12531,8,23,9079662,0.7534,0.4158,3.545,salaried,non_metro,0
37,37297,602,2758288,25106,14,18,8278581,1.4274,0.3332,6.1629,self_employed,non_metro,1
28,152652,733,343948,28871,18,21,7338254,0.2095,0.0469,0.1878,salaried,metro,1
29,97426,619,855786,11862,23,20,7862692,0.1943,0.1088,0.732,salaried,metro,1
56,112547,670,4162888,30782,15,5,4868520,0.6377,0.8551,3.0823,salaried,non_metro,0
34,131225,749,4824110,31958,16,22,8411888,0.5944,0.5735,3.0635,salaried,non_metro,1
43,93885,618,537228,31399,9,18,9756725,0.4104,0.0551,0.4768,self_employed,non_metro,1
58,42921,839,3970184,28948,22,19,4815996,1.45,0.8244,7.7083,self_employed,non_metro,0
34,70646,794,6926848,13425,16,22,8427851,1.1259,0.8219,8.1708,salaried,metro,0
39,208861,828,3101120,25770,21,17,6253339,0.2499,0.4959,1.2373,salaried,metro,1
36,107688,808,3528740,11257,27,6,6004805,0.3629,0.5877,2.7307,salaried,metro,1
53,237487,798,5337669,29795,5,12,6977363,0.5866,0.765,1.873,self_employed,metro,0
52,86476,836,7287185,29051,12,13,8292524,1.2714,0.8788,7.0224,self_employed,non_metro,1
47,82883,718,6786942,323,10,0,9997971,1.0192,0.6788,6.8238,self_employed,non_metro,1
